	PRESF	PASTF	LEMMAF	 REG	NULL	X->{	X->$t	5->u	g5->wEnt
ridVb@l->ri-dV-b@ld	2	4	32	1	0	0	0	0	0
spl{t3->spl{-t3d	1	4	32	1	0	0	0	0	0
vEks->vEkst	1	4	32	1	0	0	0	0	0
@nEks->@-nEkst	2	4	31	1	0	0	0	0	0
JQrt->JQr-tId	239	4	353	1	0	0	0	0	0
mIsrEprIzEnt->mIs-rE-prI-zEn-tId	2	4	31	1	0	0	0	0	0
stjupIf2->stju-pI-f2d	1	4	31	1	0	0	0	0	0
Imp1l->Im-p1ld	1	4	30	1	0	0	0	0	0
In$gjUr1t->I-n$-gjU-r1-tId	2	4	30	1	0	0	0	0	0
m{s@k3->m{-s@-k3d	86	4	138	1	0	0	0	0	0
pVk3->pV-k3d	4	4	34	1	0	0	0	0	0
rimQd@l->ri-mQ-d@ld	1	4	30	1	0	0	0	0	0
rip1nt->ri-p1n-tId	1	4	30	1	0	0	0	0	0
tr{nzmjut->tr{nz-mju-tId	2	4	30	1	0	0	0	0	0
s3k@ms2z->s3-k@m-s2zd	2	4	29	1	0	0	0	0	0
k6->k6d	397	4	750	1	0	0	0	0	0
dIm3r->dI-m3d	6	4	34	1	0	0	0	0	0
f$w@d->f$-w@-dId	2588	4	2672	1	0	0	0	0	0
pEp3->pE-p3d	118	4	196	1	0	0	0	0	0
rikQnstItjut->ri-kQn-stI-tju-tId	2	4	29	1	0	0	0	0	0
snVb->snVbd	22	4	54	1	0	0	0	0	0
vIndIk1t->vIn-dI-k1-tId	1	4	29	1	0	0	0	0	0
ImbElIS->Im-bE-lISt	1	4	28	1	0	0	0	0	0
Imbr4l->Im-br4ld	1	4	28	1	0	0	0	0	0
fVr5->fV-r5d	28	4	83	1	0	0	0	0	0
IndIvI_$l2z->In-dI-vI-_$-l2zd	1	4	28	1	0	0	0	0	0
m5lEst->m5-lE-stId	1	4	28	1	0	0	0	0	0
pr2m->pr2md	1208	4	1236	1	0	0	0	0	0
pVNkJ3->pVNk-J3d	25	4	60	1	0	0	0	0	0
blIst3->blI-st3d	22	4	98	1	0	0	0	0	0
J{ns->J{nst	2621	4	3221	1	0	0	0	0	0
InVnd1t->I-nVn-d1-tId	1	4	27	1	0	0	0	0	0
l13->l1-3d	354	4	638	1	0	0	0	0	0
klVb->klVbd	1593	4	2210	1	0	0	0	0	0
krINk@l->krIN-k@ld	5	4	33	1	0	0	0	0	0
dIspIrIt->dI-spI-rI-tId	0	4	26	1	0	0	0	0	0
f@tig->f@-tigd	166	4	195	1	0	0	0	0	0
f$w$n->f$-w$nd	1	4	26	1	0	0	0	0	0
sim->simd	41	4	132	1	0	0	0	0	0
s@fjuz->s@-fjuzd	1	4	26	1	0	0	0	0	0
1r->1rd	4496	4	4527	1	0	0	0	0	0
k@nskrIpt->k@n-skrIp-tId	5	4	44	1	0	0	0	0	0
InskQns->In-skQnst	1	4	25	1	0	0	0	0	0
Int3n@l2z->In-t3-n@-l2zd	1	4	25	1	0	0	0	0	0
p1p3->p1-p3d	3128	4	4064	1	0	0	0	0	0
pj$r1->pj$-r1d	25	4	53	1	0	0	0	0	0
riprInt->ri-prIn-tId	6	4	36	1	0	0	0	0	0
ruf->ruft	831	4	1023	1	0	0	0	0	0
sprEdig@l->sprEd-i-g@ld	2	4	26	1	0	0	0	0	0
v6Js1f->v6J-s1ft	1	4	25	1	0	0	0	0	0
5v@l1->5-v@-l1d	8	4	32	1	0	0	0	0	0
plit->pli-tId	4	4	39	1	0	0	0	0	0
rIvIt->rI-vI-tId	5	4	38	1	0	0	0	0	0
stIl->stIld	16293	4	16339	1	0	0	0	0	0
InTr$l->In-Tr$ld	0	4	23	1	0	0	0	0	0
h1r->h1rd	40	4	153	1	0	0	0	0	0
rIm->rImd	148	4	197	1	0	0	0	0	0
skul->skuld	6984	4	9221	1	0	0	0	0	0
sk2->sk2d	1380	4	1526	1	0	0	0	0	0
t$pid5->t$-pi-d5d	24	4	66	1	0	0	0	0	0
Istr1n_->I-str1n_d	0	4	22	1	0	0	0	0	0
gQrb@l->gQr-b@ld	0	4	22	1	0	0	0	0	0
@tEnjU1t->@-tE-njU-1-tId	0	4	21	1	0	0	0	0	0
bl2ndf5ld->bl2nd-f5l-dId	14	4	37	1	0	0	0	0	0
flEk->flEkt	2	4	42	1	0	0	0	0	0
p1t@nt->p1-t@n-tId	72	4	116	1	0	0	0	0	0
skr2b->skr2bd	12	4	43	1	0	0	0	0	0
sp{Ng@l->sp{N-g@ld	2	4	26	1	0	0	0	0	0
trVs->trVst	4	4	29	1	0	0	0	0	0
rQN->rQNd	3754	4	3827	1	0	0	0	0	0
brQnz->brQnzd	275	4	311	1	0	0	0	0	0
kl4st3->kl4-st3d	21	4	74	1	0	0	0	0	0
Imb5ld@n->Im-b5l-d@nd	0	4	20	1	0	0	0	0	0
l{k3->l{-k3d	17	4	38	1	0	0	0	0	0
mIsk@nsiv->mIs-k@n-sivd	0	4	20	1	0	0	0	0	0
nQnplVs->nQn-plVst	0	4	20	1	0	0	0	0	0
$n@mEnt->$-n@-mEn-tId	53	4	146	1	0	0	0	0	0
$f@n->$-f@nd	50	4	121	1	0	0	0	0	0
pri@r1n_->pri-@-r1n_d	0	4	20	1	0	0	0	0	0
skVlpJ3->skVlp-J3d	373	4	457	1	0	0	0	0	0
stEns@l->stEn-s@ld	3	4	23	1	0	0	0	0	0
3b@n2z->3-b@-n2zd	0	4	20	1	0	0	0	0	0
riD->riDd	0	4	20	1	0	0	0	0	0
r2m->r2md	36	4	105	1	0	0	0	0	0
bQks->bQkst	704	4	1861	1	0	0	0	0	0
rut->ru-tId	710	4	935	1	0	0	0	0	0
s5->s5d	73	3	315	1	0	0	0	0	0
sIm3->sI-m3d	29	3	159	1	0	0	0	0	0
m{ksIm2z->m{k-sI-m2zd	21	3	139	1	0	0	0	0	0
5v@l{p->5-v@-l{pt	47	3	166	1	0	0	0	0	0
k@mpjut->k@m-pju-tId	5	3	118	1	0	0	0	0	0
k@ns3v->k@n-s3vd	19	3	121	1	0	0	0	0	0
mVst3->mV-st3d	22	3	104	1	0	0	0	0	0
s@f2s->s@-f2st	17	3	93	1	0	0	0	0	0
pr2->pr2d	9	3	91	1	0	0	0	0	0
Intrud->In-tru-dId	11	3	90	1	0	0	0	0	0
prQfIt->prQ-fI-tId	615	3	1334	1	0	0	0	0	0
sp2->sp2d	130	3	307	1	0	0	0	0	0
k@nflIkt->k@n-flIk-tId	848	3	1096	1	0	0	0	0	0
@livI1t->@-li-vI-1-tId	13	3	82	1	0	0	0	0	0
_Qg->_Qgd	41	3	126	1	0	0	0	0	0
wid->wi-dId	152	3	439	1	0	0	0	0	0
EmjUl1t->E-mjU-l1-tId	14	3	78	1	0	0	0	0	0
p@tr5l->p@-tr5ld	171	3	326	1	0	0	0	0	0
gr{p@l->gr{-p@ld	7	3	77	1	0	0	0	0	0
sn5->sn5d	1040	3	1176	1	0	0	0	0	0
k@nv3s->k@n-v3st	29	3	93	1	0	0	0	0	0
lQbI->lQ-bId	415	3	515	1	0	0	0	0	0
rik@nsId3->ri-k@n-sI-d3d	13	3	72	1	0	0	0	0	0
s@btr{kt->s@b-tr{k-tId	11	3	72	1	0	0	0	0	0
Sir->Sird	3	3	71	1	0	0	0	0	0
d$nt->d$n-tId	0	3	70	1	0	0	0	0	0
rIkl2n->rI-kl2nd	2	3	69	1	0	0	0	0	0
_Ep@d2z->_E-p@-d2zd	8	3	68	1	0	0	0	0	0
k@n_$r->k@n-_$d	4	3	67	1	0	0	0	0	0
sp2@r@l->sp2-@-r@ld	134	3	221	1	0	0	0	0	0
w3s@n->w3-s@nd	4	3	67	1	0	0	0	0	0
g1_->g1_d	31	3	95	1	0	0	0	0	0
m{st@b1t->m{-st@-b1-tId	10	3	66	1	0	0	0	0	0
kju->kjud	184	3	310	1	0	0	0	0	0
@bst1n->@b-st1nd	10	3	65	1	0	0	0	0	0
blum->blumd	81	3	165	1	0	0	0	0	0
Int2s->In-t2st	6	3	64	1	0	0	0	0	0
pip->pipt	17	3	80	1	0	0	0	0	0
g{mb@l->g{m-b@ld	68	3	125	1	0	0	0	0	0
mItIg1t->mI-tI-g1-tId	7	3	63	1	0	0	0	0	0
s$->s$d	1736	3	88	1	0	0	0	0	0
Vnr{v@l->Vn-r{-v@ld	6	3	61	1	0	0	0	0	0
mEdIt1t->mE-dI-t1-tId	7	3	60	1	0	0	0	0	0
kl{m3->kl{-m3d	64	3	121	1	0	0	0	0	0
klEnz->klEnzd	5	3	59	1	0	0	0	0	0
pr1->pr1d	269	3	322	1	0	0	0	0	0
br1k->br1kt	69	3	201	1	0	0	0	0	0
k@mEm@r1t->k@-mE-m@-r1-tId	5	3	57	1	0	0	0	0	0
dIs@b1->dIs-@-b1d	6	3	57	1	0	0	0	0	0
bVr5->bV-r5d	19	3	92	1	0	0	0	0	0
kQndIsEnd->kQn-dI-sEn-dId	2	3	56	1	0	0	0	0	0
tINk@l->tIN-k@ld	27	3	83	1	0	0	0	0	0
d{mp@n->d{m-p@nd	6	3	55	1	0	0	0	0	0
pEd@l->pE-d@ld	33	3	99	1	0	0	0	0	0
strVt->strV-tId	16	3	76	1	0	0	0	0	0
kr5->kr5d	45	3	146	1	0	0	0	0	0
fl6nd3->fl6n-d3d	14	3	123	1	0	0	0	0	0
g3g@l->g3-g@ld	15	3	70	1	0	0	0	0	0
@l2t->@-l2-tId	52	3	99	1	0	0	0	0	0
rEm@dI->rE-m@-dId	124	3	230	1	0	0	0	0	0
3r->3d	7	3	51	1	0	0	0	0	0
b5lst3->b5l-st3d	14	3	59	1	0	0	0	0	0
l4t3->l4-t3d	3	3	50	1	0	0	0	0	0
slQp->slQpt	20	3	68	1	0	0	0	0	0
sprInt->sprIn-tId	27	3	75	1	0	0	0	0	0
juz3p->ju-z3pt	6	3	49	1	0	0	0	0	0
vEt->vE-tId	75	3	158	1	0	0	0	0	0
dIsEmIn1t->dI-sE-mI-n1-tId	5	3	48	1	0	0	0	0	0
mQd@r1t->mQ-d@-r1-tId	233	3	306	1	0	0	0	0	0
p3p@t->p3-p@-tId	11	3	56	1	0	0	0	0	0
wiz->wizd	9	3	58	1	0	0	0	0	0
dIsw1d->dI-sw1-dId	7	3	47	1	0	0	0	0	0
rI_En@r1t->rI-_E-n@-r1-tId	6	3	47	1	0	0	0	0	0
rIpEnt->rI-pEn-tId	7	3	47	1	0	0	0	0	0
SVv@l->SV-v@ld	61	3	123	1	0	0	0	0	0
TVd->TV-dId	42	3	97	1	0	0	0	0	0
bQs->bQst	398	3	527	1	0	0	0	0	0
k@_5l->k@-_5ld	4	3	46	1	0	0	0	0	0
ku->kud	6	3	53	1	0	0	0	0	0
fErI->fE-rId	123	3	190	1	0	0	0	0	0
rik->rikt	23	3	69	1	0	0	0	0	0
s@lIsIt->s@-lI-sI-tId	3	3	46	1	0	0	0	0	0
vEnt->vEn-tId	39	3	103	1	0	0	0	0	0
nVz@l->nV-z@ld	4	3	45	1	0	0	0	0	0
prQp@g1t->prQ-p@-g1-tId	5	3	45	1	0	0	0	0	0
v{lId1t->v{-lI-d1-tId	4	3	45	1	0	0	0	0	0
h$d->h$-dId	20	3	67	1	0	0	0	0	0
hQNk->hQNkt	5	3	48	1	0	0	0	0	0
6twIt->6t-wI-tId	5	3	44	1	0	0	0	0	0
pr@kj$r->pr@-kj$d	4	3	44	1	0	0	0	0	0
rEv@l->rE-v@ld	4	3	53	1	0	0	0	0	0
sp{Nk->sp{Nkt	8	3	46	1	0	0	0	0	0
@n2@l1t->@-n2-@-l1-tId	4	3	43	1	0	0	0	0	0
bl1r->bl1rd	5	3	47	1	0	0	0	0	0
kQNgrIg1t->kQN-grI-g1-tId	6	3	43	1	0	0	0	0	0
kUS@n->kU-S@nd	122	3	290	1	0	0	0	0	0
riv2t@l2z->ri-v2-t@-l2zd	5	3	43	1	0	0	0	0	0
t5l->t5ld	125	3	188	1	0	0	0	0	0
@prQksIm1t->@-prQk-sI-m1-tId	50	3	89	1	0	0	0	0	0
hjum@n2z->hju-m@-n2zd	4	3	42	1	0	0	0	0	0
mVk->mVkt	96	3	135	1	0	0	0	0	0
pQstjUl1t->pQs-tjU-l1-tId	18	3	63	1	0	0	0	0	0
s{b@t{Z->s{-b@-t{Zd	91	3	129	1	0	0	0	0	0
sn1k->sn1kt	254	3	454	1	0	0	0	0	0
wIt@l->wI-t@ld	4	3	42	1	0	0	0	0	0
br{ndIS->br{n-dISt	0	3	41	1	0	0	0	0	0
klInJ->klInJt	6	3	43	1	0	0	0	0	0
k@n_EkJ3->k@n-_Ek-J3d	71	3	133	1	0	0	0	0	0
flQg->flQgd	4	3	41	1	0	0	0	0	0
_{Ng@l->_{N-g@ld	13	3	53	1	0	0	0	0	0
s63->s6-3d	191	3	230	1	0	0	0	0	0
spju->spjud	2	3	41	1	0	0	0	0	0
{bdIk1t->{b-dI-k1-tId	4	3	40	1	0	0	0	0	0
kr5k->kr5kt	11	3	53	1	0	0	0	0	0
dIlIb@r1t->dI-lI-b@-r1-tId	358	3	394	1	0	0	0	0	0
@bh$r->@b-h$d	3	3	39	1	0	0	0	0	0
J1f->J1ft	1	3	40	1	0	0	0	0	0
Igz{kt->Ig-z{k-tId	535	3	571	1	0	0	0	0	0
gr{ft->gr{f-tId	22	3	63	1	0	0	0	0	0
pElt->pEl-tId	24	3	63	1	0	0	0	0	0
plVnd3->plVn-d3d	17	3	53	1	0	0	0	0	0
s2d@l->s2-d@ld	3	3	39	1	0	0	0	0	0
kr1n->kr1nd	36	3	109	1	0	0	0	0	0
f$lsIf2->f$l-sI-f2d	3	3	38	1	0	0	0	0	0
fl63->fl6-3d	462	3	500	1	0	0	0	0	0
l$nd3->l$n-d3d	2	3	38	1	0	0	0	0	0
lir->lird	10	3	48	1	0	0	0	0	0
JVg->JVgd	5	3	41	1	0	0	0	0	0
lIkwId1t->lI-kwI-d1-tId	4	3	37	1	0	0	0	0	0
m6D->m6Dd	2411	3	2681	1	0	0	0	0	0
rEst->rE-stId	4	3	37	1	0	0	0	0	0
krun->krund	1	3	36	1	0	0	0	0	0
k3d@l->k3-d@ld	3	3	36	1	0	0	0	0	0
dEt@n1t->dE-t@-n1-tId	3	3	36	1	0	0	0	0	0
gQrnIS->gQr-nISt	21	3	52	1	0	0	0	0	0
Ign2t->Ig-n2-tId	4	3	36	1	0	0	0	0	0
l{NgwIS->l{N-gwISt	2	3	36	1	0	0	0	0	0
rIv3b@r1t->rI-v3-b@-r1-tId	2	3	36	1	0	0	0	0	0
@bzQlv->@b-zQlvd	3	3	35	1	0	0	0	0	0
bIfIt->bI-fI-tId	1	3	35	1	0	0	0	0	0
bIl2->bI-l2d	3	3	35	1	0	0	0	0	0
nIk->nIkt	28	3	62	1	0	0	0	0	0
kw1k->kw1kt	4	3	39	1	0	0	0	0	0
{kwIEs->{-kwI-Est	4	3	34	1	0	0	0	0	0
dEd@n->dE-d@nd	2	3	34	1	0	0	0	0	0
l{J->l{Jt	34	3	68	1	0	0	0	0	0
5v@h$l->5-v@-h$ld	14	3	46	1	0	0	0	0	0
rIsIpr@k1t->rI-sI-pr@-k1-tId	3	3	34	1	0	0	0	0	0
ri@bIlIt1t->ri-@-bI-lI-t1-tId	4	3	34	1	0	0	0	0	0
S2->S2d	318	3	355	1	0	0	0	0	0
bl{NkIt->bl{N-kI-tId	302	3	561	1	0	0	0	0	0
IsJu->Is-Jud	2	3	33	1	0	0	0	0	0
rif3bIS->ri-f3-bISt	2	3	33	1	0	0	0	0	0
TrQt@l->TrQ-t@ld	34	3	66	1	0	0	0	0	0
trEk->trEkt	34	3	71	1	0	0	0	0	0
wQd@l->wQ-d@ld	0	3	33	1	0	0	0	0	0
k@pIJUl1t->k@-pI-JU-l1-tId	3	3	32	1	0	0	0	0	0
k5@lEs->k5-@-lEst	4	3	32	1	0	0	0	0	0
Ekstr@d2t->Ek-str@-d2-tId	4	3	32	1	0	0	0	0	0
IntIm1t->In-tI-m1-tId	304	3	353	1	0	0	0	0	0
prQstr1t->prQs-tr1-tId	25	3	55	1	0	0	0	0	0
klQb3->klQ-b3d	8	3	36	1	0	0	0	0	0
k$n->k$nd	433	3	465	1	0	0	0	0	0
Ink{psjUl1t->In-k{p-sjU-l1-tId	1	3	31	1	0	0	0	0	0
plQp->plQpt	23	3	55	1	0	0	0	0	0
s{p->s{pt	41	3	71	1	0	0	0	0	0
sl1v->sl1vd	288	3	628	1	0	0	0	0	0
trIp@l->trI-p@ld	73	3	103	1	0	0	0	0	0
bVtrIs->bV-trIst	27	3	66	1	0	0	0	0	0
k@n_il->k@n-_ild	1	3	30	1	0	0	0	0	0
dIS->dISt	384	3	534	1	0	0	0	0	0
dIs5n->dIs-5nd	3	3	30	1	0	0	0	0	0
Infjuz->In-fjuzd	3	3	30	1	0	0	0	0	0
rEn5v1t->rE-n5-v1-tId	3	3	30	1	0	0	0	0	0
rIp5z->rI-p5zd	31	3	59	1	0	0	0	0	0
rIz6nd->rI-z6n-dId	2	3	30	1	0	0	0	0	0
bIr1t->bI-r1-tId	1	3	29	1	0	0	0	0	0
k{k@l->k{-k@ld	12	3	41	1	0	0	0	0	0
dihjum@n2z->di-hju-m@-n2zd	1	3	29	1	0	0	0	0	0
pr@p6nd->pr@-p6n-dId	2	3	29	1	0	0	0	0	0
IpIt@m2z->I-pI-t@-m2zd	1	3	28	1	0	0	0	0	0
Istim->I-stimd	69	3	94	1	0	0	0	0	0
_EtIs@n->_E-tI-s@nd	2	3	28	1	0	0	0	0	0
mEl5->mE-l5d	45	3	72	1	0	0	0	0	0
mIsjuz->mIs-juzd	64	3	91	1	0	0	0	0	0
rih6z->ri-h6zd	1	3	28	1	0	0	0	0	0
rIpruv->rI-pruvd	2	3	28	1	0	0	0	0	0
S2n->S2nd	57	3	672	1	0	0	0	0	0
In_4n->In-_4nd	1	3	27	1	0	0	0	0	0
f4l->f4ld	75	3	105	1	0	0	0	0	0
n5z->n5zd	1307	3	1481	1	0	0	0	0	0
rEv->rEvd	3	3	30	1	0	0	0	0	0
rIv5k->rI-v5kt	3	3	27	1	0	0	0	0	0
w$ls->w$lst	14	3	53	1	0	0	0	0	0
bVfIt->bV-fI-tId	66	3	101	1	0	0	0	0	0
sEnS3->sEn-S3d	41	3	66	1	0	0	0	0	0
k@nvVls->k@n-vVlst	1	3	26	1	0	0	0	0	0
k$s->k$st	11914	3	13104	1	0	0	0	0	0
fl1m->fl1md	265	3	484	1	0	0	0	0	0
fl1->fl1d	1	3	26	1	0	0	0	0	0
frIsk->frIskt	2	3	27	1	0	0	0	0	0
2t@m2z->2-t@-m2zd	2	3	26	1	0	0	0	0	0
mEn@s->mE-n@st	132	3	161	1	0	0	0	0	0
mVSrUm->mVS-rUmd	90	3	253	1	0	0	0	0	0
5v@rul->5-v@-ruld	2	3	26	1	0	0	0	0	0
pis->pist	2082	3	3104	1	0	0	0	0	0
kwQrI->kwQ-rId	100	3	149	1	0	0	0	0	0
rIlEnt->rI-lEn-tId	1	3	26	1	0	0	0	0	0
ruZ->ruZd	18	3	44	1	0	0	0	0	0
stIgm@t2z->stIg-m@-t2zd	1	3	26	1	0	0	0	0	0
tr{nskr2b->tr{n-skr2bd	1	3	26	1	0	0	0	0	0
vEntIl1t->vEn-tI-l1-tId	1	3	26	1	0	0	0	0	0
w1v->w1vd	2	3	26	1	0	0	0	0	0
bIdEv@l->bI-dE-v@ld	1	3	25	1	0	0	0	0	0
bUld5z->bUl-d5zd	1	3	25	1	0	0	0	0	0
J1s@n->J1-s@nd	0	3	25	1	0	0	0	0	0
k5st->k5-stId	861	3	930	1	0	0	0	0	0
dIr2d->dI-r2-dId	1	3	25	1	0	0	0	0	0
dr$l->dr$ld	25	3	50	1	0	0	0	0	0
frik->frikt	91	3	155	1	0	0	0	0	0
lQb->lQbd	21	3	56	1	0	0	0	0	0
mIstrVst->mIs-trV-stId	36	3	60	1	0	0	0	0	0
kwEnJ->kwEnJt	1	3	25	1	0	0	0	0	0
kQsIt->kQ-sI-tId	1	3	24	1	0	0	0	0	0
dQkt3->dQk-t3d	2376	3	3328	1	0	0	0	0	0
Ikst3n@l2z->Ik-st3-n@-l2zd	1	3	24	1	0	0	0	0	0
f{brIk1t->f{-brI-k1-tId	1	3	24	1	0	0	0	0	0
m{nIkj$r->m{-nI-kj$d	8	3	30	1	0	0	0	0	0
mES->mESt	73	3	98	1	0	0	0	0	0
rIl{ps->rI-l{pst	7	3	32	1	0	0	0	0	0
SrIl->SrIld	112	3	143	1	0	0	0	0	0
sINkr@n2z->sIN-kr@-n2zd	2	3	24	1	0	0	0	0	0
tr{nsfIg3->tr{ns-fI-g3d	1	3	24	1	0	0	0	0	0
Vnm{sk->Vn-m{skt	1	3	24	1	0	0	0	0	0
bQJ->bQJt	9	3	32	1	0	0	0	0	0
k5Qpt->k5-Qp-tId	2	3	23	1	0	0	0	0	0
kQm@ndir->kQ-m@n-dird	1	3	23	1	0	0	0	0	0
dim5t->di-m5-tId	1	3	23	1	0	0	0	0	0
dEsIkr1t->dE-sI-kr1-tId	1	3	23	1	0	0	0	0	0
dIsl5k1t->dIs-l5-k1-tId	1	3	23	1	0	0	0	0	0
dIs$rirnt->dIs-$-rirn-tId	1	3	23	1	0	0	0	0	0
f$S{d5->f$-S{-d5d	1	3	23	1	0	0	0	0	0
5v@r1t->5-v@-r1-tId	2	3	23	1	0	0	0	0	0
spl1->spl1d	1	3	23	1	0	0	0	0	0
st{S->st{St	2	3	23	1	0	0	0	0	0
s@bsjum->s@b-sjumd	1	3	23	1	0	0	0	0	0
tIl->tIld	1372	3	1399	1	0	0	0	0	0
t5n->t5nd	786	3	978	1	0	0	0	0	0
Vnd@v{lju->Vn-d@-v{l-jud	1	3	23	1	0	0	0	0	0
Vnf3l->Vn-f3ld	1	3	23	1	0	0	0	0	0
VnhUk->Vn-hUkt	1	3	23	1	0	0	0	0	0
dIk{pIt1t->dI-k{-pI-t1-tId	1	3	22	1	0	0	0	0	0
dEsIm1t->dE-sI-m1-tId	1	3	22	1	0	0	0	0	0
Imp6nd->Im-p6n-dId	1	3	22	1	0	0	0	0	0
m$tIf2->m$-tI-f2d	0	3	22	1	0	0	0	0	0
Qstr@s2z->Q-str@-s2zd	1	3	22	1	0	0	0	0	0
r{vIS->r{-vISt	1	3	22	1	0	0	0	0	0
rIpVls->rI-pVlst	2	3	23	1	0	0	0	0	0
spr1n->spr1nd	4	3	32	1	0	0	0	0	0
br2d@l->br2-d@ld	43	3	69	1	0	0	0	0	0
bVNg@l->bVN-g@ld	0	3	21	1	0	0	0	0	0
b3nIS->b3-nISt	1	3	21	1	0	0	0	0	0
dIp5z->dI-p5zd	1	3	21	1	0	0	0	0	0
3k->3kt	1	3	21	1	0	0	0	0	0
pVlv@r2z->pVl-v@-r2zd	1	3	21	1	0	0	0	0	0
rIfrI_@r1t->rI-frI-_@-r1-tId	1	3	21	1	0	0	0	0	0
r2t->r2-tId	14779	3	14800	1	0	0	0	0	0
skVlpt->skVlp-tId	0	3	21	1	0	0	0	0	0
sIlv3->sIl-v3d	915	3	936	1	0	0	0	0	0
{nisT@t2z->{-nis-T@-t2zd	1	3	20	1	0	0	0	0	0
dImp@l->dIm-p@ld	12	3	45	1	0	0	0	0	0
dIsInhErIt->dIs-In-hE-rI-tId	1	3	20	1	0	0	0	0	0
h{ndkVf->h{nd-kVft	2	3	25	1	0	0	0	0	0
pQrtIS@n->pQr-tI-S@nd	150	3	191	1	0	0	0	0	0
p3l4n->p3-l4nd	1	3	20	1	0	0	0	0	0
rIsInd->rI-sIn-dId	1	3	20	1	0	0	0	0	0
rVt->rV-tId	24	3	60	1	0	0	0	0	0
s{NktIf2->s{Nk-tI-f2d	1	3	20	1	0	0	0	0	0
tQrr->tQrd	78	3	106	1	0	0	0	0	0
k{ptIn->k{p-tInd	1138	3	1269	1	0	0	0	0	0
k@kun->k@-kund	31	3	57	1	0	0	0	0	0
d5p->d5pt	66	3	88	1	0	0	0	0	0
gr1s->gr1st	373	3	420	1	0	0	0	0	0
mIsdIrEkt->mIs-dI-rEk-tId	1	3	19	1	0	0	0	0	0
p@lItIs2z->p@-lI-tI-s2zd	0	3	19	1	0	0	0	0	0
rIbVf->rI-bVft	22	3	44	1	0	0	0	0	0
r1n->r1nd	41	3	111	1	0	0	0	0	0
rIpriv->rI-privd	20	3	39	1	0	0	0	0	0
tElIgr{f->tE-lI-gr{ft	49	3	70	1	0	0	0	0	0
tEn@nt->tE-n@n-tId	157	3	573	1	0	0	0	0	0
bIhEd->bI-hE-dId	0	3	18	1	0	0	0	0	0
blVd->blV-dId	2536	3	2556	1	0	0	0	0	0
k{ps2z->k{p-s2zd	0	3	18	1	0	0	0	0	0
InkVmb3->In-kVm-b3d	0	3	18	1	0	0	0	0	0
@r1->@-r1d	151	3	184	1	0	0	0	0	0
br{kIt->br{-kI-tId	56	3	117	1	0	0	0	0	0
dInjud->dI-nju-dId	0	3	17	1	0	0	0	0	0
f{D3->f{-D3d	4872	3	5403	1	0	0	0	0	0
f3r->f3d	333	3	396	1	0	0	0	0	0
hEdl2n->hEd-l2nd	103	3	268	1	0	0	0	0	0
l{s@r1t->l{-s@-r1-tId	0	3	17	1	0	0	0	0	0
SiD->SiDd	0	3	17	1	0	0	0	0	0
@t23->@-t2-3d	28	3	44	1	0	0	0	0	0
$TEntIk1t->$-TEn-tI-k1-tId	0	3	16	1	0	0	0	0	0
kl5k->kl5kt	123	3	158	1	0	0	0	0	0
klQzIt->klQ-zI-tId	176	3	227	1	0	0	0	0	0
dEsIk1t->dE-sI-k1-tId	0	3	16	1	0	0	0	0	0
dIsInJ{nt->dIs-In-J{n-tId	0	3	16	1	0	0	0	0	0
dVmf6nd->dVm-f6n-dId	0	3	16	1	0	0	0	0	0
gr{v@l->gr{-v@ld	185	3	201	1	0	0	0	0	0
InkQrs@r1t->In-kQr-s@-r1-tId	0	3	16	1	0	0	0	0	0
ki->kid	1281	3	1589	1	0	0	0	0	0
n2t->n2-tId	133	3	251	1	0	0	0	0	0
5v@p1->5-v@-p1d	0	3	16	1	0	0	0	0	0
r1dI5->r1-dI-5d	1503	3	1598	1	0	0	0	0	0
rE_ImEnt->rE-_I-mEn-tId	181	3	237	1	0	0	0	0	0
r5b->r5bd	156	3	273	1	0	0	0	0	0
@b{S->@-b{St	0	3	15	1	0	0	0	0	0
@_V_->@-_V_d	0	3	15	1	0	0	0	0	0
k@m3S@l2z->k@-m3-S@-l2zd	0	3	15	1	0	0	0	0	0
fl{b@g{st->fl{-b@-g{-stId	0	3	15	1	0	0	0	0	0
fl$r->fl$d	2888	3	3166	1	0	0	0	0	0
gr{njUl1t->gr{-njU-l1-tId	0	3	15	1	0	0	0	0	0
QblIg1t->Q-blI-g1-tId	0	3	15	1	0	0	0	0	0
p3f@r1t->p3-f@-r1-tId	0	3	15	1	0	0	0	0	0
pr@p$S@n->pr@-p$-S@nd	911	3	1008	1	0	0	0	0	0
kwIp->kwIpt	12	3	31	1	0	0	0	0	0
s1t->s1-tId	0	3	15	1	0	0	0	0	0
SIprEk->SIp-rEkt	11	3	28	1	0	0	0	0	0
trVNk1t->trVN-k1-tId	0	3	15	1	0	0	0	0	0
s2np5st->s2n-p5s-tId	22	3	55	1	0	0	0	0	0
h1z->h1zd	116	3	133	1	0	0	0	0	0
bEt3->bE-t3d	7852	2	350	1	0	0	0	0	0
kQmb{t->kQm-b{-tId	170	2	341	1	0	0	0	0	0
kId->kI-dId	533	2	1614	1	0	0	0	0	0
bl{k->bl{kt	5921	2	6545	1	0	0	0	0	0
kQmprIhEnd->kQm-prI-hEn-dId	27	2	137	1	0	0	0	0	0
fild->fil-dId	2291	2	3525	1	0	0	0	0	0
